temperatureEau,temperature,humidity,date
22.3125,23,59,2013-11-02 11:50:31
22.3125,23,58,2013-11-02 11:51:32
22.25,23,58,2013-11-02 11:52:33
22.25,23,58,2013-11-02 11:53:34
22.3125,22,59,2013-11-02 11:54:35
22.25,23,58,2013-11-02 11:55:36
22.1875,22,58,2013-11-02 11:56:37
22.1875,23,57,2013-11-02 11:57:38
22.125,22,58,2013-11-02 11:58:38
22.125,23,57,2013-11-02 11:59:39
22.125,23,57,2013-11-02 12:00:40
22.0625,23,57,2013-11-02 12:01:41
22.125,22,58,2013-11-02 12:02:42
22.125,22,58,2013-11-02 12:03:43
22.0625,23,56,2013-11-02 12:04:44
22.0625,23,56,2013-11-02 12:05:45
22,22,57,2013-11-02 12:06:46
22,22,58,2013-11-02 12:07:47
22,22,57,2013-11-02 12:08:47
22,22,57,2013-11-02 12:09:48
22,22,57,2013-11-02 12:10:49
22,22,57,2013-11-02 12:11:50
22,22,57,2013-11-02 12:12:51
22,22,57,2013-11-02 12:13:52
22,22,57,2013-11-02 12:14:53
22,23,56,2013-11-02 12:15:54
21.9375,22,57,2013-11-02 12:16:55
22,22,57,2013-11-02 12:17:55
22,22,57,2013-11-02 12:18:56
22,22,58,2013-11-02 12:19:57
22,23,56,2013-11-02 12:20:58
22,22,58,2013-11-02 12:21:59
22,23,57,2013-11-02 12:23:00
22.0625,22,58,2013-11-02 12:24:01
22,22,58,2013-11-02 12:25:02
22.0625,22,59,2013-11-02 12:26:03
22,22,57,2013-11-02 12:27:04
22.0625,23,56,2013-11-02 12:28:04
22.0625,23,57,2013-11-02 12:29:05
22.0625,22,58,2013-11-02 12:30:06
22.0625,22,58,2013-11-02 12:31:07
22.0625,22,57,2013-11-02 12:32:08
22.0625,23,56,2013-11-02 12:33:09
22.125,22,57,2013-11-02 12:34:10
22.125,23,56,2013-11-02 12:35:11
22.125,22,57,2013-11-02 12:36:12
22.125,23,56,2013-11-02 12:37:12
22.125,22,58,2013-11-02 12:38:13
22.125,22,57,2013-11-02 12:39:14
22.125,22,58,2013-11-02 12:40:15
22.1875,23,56,2013-11-02 12:41:16
22.1875,23,57,2013-11-02 12:42:17
