temperatureEau;temperature;humidity;date
21.75;22;60;02/11/2013 09:10
21.75;22;59;02/11/2013 09:11
21.75;22;60;02/11/2013 09:12
21.75;22;60;02/11/2013 09:13
21.75;22;60;02/11/2013 09:14
21.75;22;60;02/11/2013 09:15
21.75;22;60;02/11/2013 09:16
21.75;22;60;02/11/2013 09:17
21.75;23;58;02/11/2013 09:18
21.75;22;59;02/11/2013 09:19
21.75;22;59;02/11/2013 09:20
21.75;23;58;02/11/2013 09:21
21.75;22;59;02/11/2013 09:22
21.75;22;59;02/11/2013 09:23
21.75;22;59;02/11/2013 09:24
21.75;22;60;02/11/2013 09:25
21.8125;22;59;02/11/2013 09:26
21.8125;22;60;02/11/2013 09:27
21.8125;22;60;02/11/2013 09:28
21.8125;23;59;02/11/2013 09:29
21.75;22;60;02/11/2013 09:30
21.8125;22;60;02/11/2013 09:31
21.8125;22;60;02/11/2013 09:32
21.75;22;60;02/11/2013 09:33
21.8125;22;60;02/11/2013 09:34
21.8125;22;59;02/11/2013 09:35
21.9375;23;58;02/11/2013 09:42
21.9375;23;60;02/11/2013 09:43
21.9375;23;58;02/11/2013 09:44
21.9375;23;58;02/11/2013 09:45
21.9375;23;59;02/11/2013 09:46
22;23;58;02/11/2013 09:47
22;23;59;02/11/2013 09:48
22;23;59;02/11/2013 09:49
22;23;58;02/11/2013 09:50
22;23;58;02/11/2013 09:51
22;23;58;02/11/2013 09:52
22;23;58;02/11/2013 09:53
22;23;59;02/11/2013 09:54
22;23;58;02/11/2013 09:55
22;23;58;02/11/2013 09:56
22;23;59;02/11/2013 09:57
22;23;59;02/11/2013 09:58
22;23;58;02/11/2013 09:59
22;23;58;02/11/2013 10:00
22;23;58;02/11/2013 10:01
22;23;58;02/11/2013 10:02
22;23;58;02/11/2013 10:03
22;23;58;02/11/2013 10:04
22;23;59;02/11/2013 10:05
22;23;58;02/11/2013 10:07
22;23;58;02/11/2013 10:08
22;23;58;02/11/2013 10:09
22;23;58;02/11/2013 10:10
22;23;58;02/11/2013 10:11
22;23;58;02/11/2013 10:12
22;23;59;02/11/2013 10:13
22;23;58;02/11/2013 10:14
22;22;59;02/11/2013 10:15
22;23;58;02/11/2013 10:16
22.0625;23;58;02/11/2013 10:17
22.0625;22;59;02/11/2013 10:18
22.0625;23;58;02/11/2013 10:19
22.0625;23;58;02/11/2013 10:20
22.0625;23;58;02/11/2013 10:21
22.0625;23;58;02/11/2013 10:22
22.0625;23;58;02/11/2013 10:23
22.0625;23;58;02/11/2013 10:24
22.0625;23;58;02/11/2013 10:25
